Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature
Let's Go Crazy,Purple Rain,Prince,1984-06-25,280000,66,0.0192,0.309,0.93,0.0022,0.106,-6.399,0.125,195.815,4
Somebody To Love - Remastered 2011,A Day At The Races (Deluxe Remastered Version),Queen,1976-12-10,296493,68,0.19,0.497,0.693,0.0,0.215,-7.024,0.0565,111.539,3
Hit Me With Your Best Shot,Crimes Of Passion,Pat Benatar,1980-08-05,171266,72,0.117,0.741,0.58,3.31e-05,0.212,-9.05,0.0304,127.402,4
Should I Stay or Should I Go - Remastered,Combat Rock (Remastered),The Clash,1982,188986,80,0.0804,0.743,0.836,0.0,0.384,-6.465,0.116,113.375,4
Baba O'Riley,Who's Next (Deluxe Edition),The Who,1971-08-14,300400,76,0.313,0.489,0.724,0.185,0.287,-8.367,0.0352,117.292,4
House Of The Rising Sun,The Best Of The Animals,The Animals,1966-02,269720,59,0.000825,0.315,0.534,0.108,0.101,-7.552,0.031,116.891,3
Californication,Californication (Deluxe Edition),Red Hot Chili Peppers,1999-06-08,329733,83,0.0021,0.592,0.767,0.00165,0.127,-2.788,0.027,96.483,4
Bang a Gong (Get It On) - 2003 Remaster,Electric Warrior [Expanded & Remastered],T. Rex,1971-09-24,267000,63,0.157,0.729,0.818,0.284,0.195,-9.992,0.0732,125.814,4
Good Times Roll - 2016 Remaster,The Elektra Years 1978 - 1987,The Cars,2016-03-11,225226,57,0.0731,0.631,0.689,0.000357,0.102,-8.358,0.0284,107.667,4
Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,1973-01-01,547106,79,0.0738,0.249,0.834,9.48e-05,0.0924,-8.21,0.0577,118.223,4
Crazy Train,Blizzard Of Ozz (40th Anniversary Expanded Edition),Ozzy Osbourne,2020-09-18,293183,78,0.408,0.454,0.913,0.000271,0.248,-4.008,0.107,137.688,4
Rock And Roll All Nite,Dressed To Kill,KISS,1975-03-19,168840,76,0.0468,0.654,0.929,0.0,0.0539,-5.906,0.0998,144.774,4
Have You Ever Seen The Rain,Pendulum (Expanded Edition),Creedence Clearwater Revival,1970-12-07,160133,85,0.0664,0.741,0.697,2.28e-05,0.133,-7.028,0.0277,116.109,4
Sharp Dressed Man - 2008 Remaster,Eliminator,ZZ Top,1983-03-23,258026,74,0.000359,0.601,0.859,0.00124,0.0871,-5.263,0.0276,125.145,4
"Another Brick in the Wall, Pt. 2",The Wall,Pink Floyd,1979-11-30,238746,77,0.0782,0.693,0.394,0.000694,0.247,-15.882,0.0428,104.114,4
Paranoid - 2012 - Remaster,Paranoid (Remaster),Black Sabbath,1970-09-18,168405,74,4.52e-05,0.412,0.658,0.000774,0.176,-12.051,0.0708,163.071,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,1972-05-19,281613,82,0.432,0.601,0.532,6.25e-06,0.0925,-9.119,0.0286,136.571,4
Runnin' with the Devil - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,214960,69,0.148,0.472,0.9,0.000297,0.34,-6.406,0.0582,95.826,4
"Paint It, Black - Mono",The Rolling Stones In Mono (Remastered 2016),The Rolling Stones,1966-01-01,204480,63,0.0103,0.505,0.836,0.0771,0.295,-7.384,0.101,159.669,4
Limelight,Moving Pictures (2011 Remaster),Rush,1981-02-12,259839,67,0.00197,0.581,0.854,0.0013,0.111,-8.485,0.0428,131.18,4
Under Pressure - Remastered 2011,Greatest Hits II,Queen,1991-10-28,236520,56,0.524,0.663,0.712,0.0,0.0804,-7.268,0.0479,113.439,4
Hey Joe,Are You Experienced,Jimi Hendrix,1967-05-12,210160,71,0.00603,0.346,0.768,0.38,0.0244,-5.695,0.0377,169.492,4
Don't Cry (Original),Use Your Illusion I,Guns N' Roses,1991-09-17,283733,79,0.00182,0.456,0.59,0.00379,0.104,-8.638,0.0327,124.635,4
Mississippi Queen,Climbing!,Mountain,1970,151293,72,0.0987,0.581,0.624,0.0,0.0411,-8.346,0.0777,139.714,4
Immigrant Song - Remaster,Led Zeppelin III (Remaster),Led Zeppelin,1970,146250,79,0.013,0.564,0.932,0.169,0.349,-10.068,0.0554,112.937,4
All Right Now,Fire And Water,Free,1970-06-26,330643,72,0.221,0.787,0.472,0.000336,0.153,-12.824,0.0832,120.059,4
Born in the U.S.A.,Born In The U.S.A.,Bruce Springsteen,1984-06-04,278680,74,0.000373,0.398,0.952,7.75e-05,0.1,-6.042,0.061,122.093,4
My Sharona,Get The Knack,The Knack,1979-01-01,295400,74,0.0589,0.586,0.7,0.00125,0.0318,-9.558,0.0363,147.245,4
You Give Love A Bad Name,Slippery When Wet,Bon Jovi,1986-08-16,222706,82,0.0663,0.541,0.96,2.25e-06,0.344,-2.947,0.0505,122.803,4
Every Breath You Take,Synchronicity (Remastered 2003),The Police,1983-06-17,253920,87,0.543,0.82,0.452,0.00294,0.0714,-9.796,0.0348,117.401,4
When I Come Around,Dookie,Green Day,1994-02-01,178000,76,0.0175,0.531,0.909,0.0,0.231,-4.236,0.034,97.546,4
When Doves Cry,Purple Rain,Prince,1984-06-25,352906,71,0.0102,0.729,0.989,4.45e-05,0.443,-4.613,0.049,126.47,4
Old Time Rock & Roll,Stranger In Town,Bob Seger,1978-05-05,194146,74,0.206,0.714,0.937,0.0,0.0731,-2.947,0.0399,124.13,4
Back on the Chain Gang - 2007 Remaster,Learning to Crawl (Expanded & Remastered),Pretenders,1984,231120,66,0.116,0.598,0.901,0.0401,0.178,-6.081,0.0359,153.24,4
Uprising,The Resistance,Muse,2009-09-10,304840,76,0.000202,0.602,0.905,0.064,0.117,-4.046,0.0775,128.019,4
Sunshine Of Your Love,Disraeli Gears (Deluxe Edition),Cream,1967-11,250400,71,0.385,0.683,0.594,8.61e-05,0.121,-8.289,0.0347,115.099,4
Heroes - 2017 Remaster,"""Heroes"" (2017 Remaster)",David Bowie,1977,371413,77,0.000678,0.489,0.758,0.49,0.092,-6.491,0.0297,112.113,4
Life in the Fast Lane - 2013 Remaster,Hotel California (2013 Remaster),Eagles,1976-12-08,286219,71,0.0966,0.667,0.755,6.94e-05,0.0523,-7.246,0.069,109.535,4
Peace of Mind,Boston,Boston,1976,303586,68,0.00101,0.419,0.677,9.99e-05,0.211,-6.183,0.0343,127.678,4
Bullet With Butterfly Wings - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,258466,76,5.59e-05,0.404,0.72,0.836,0.0466,-9.18,0.0623,121.864,4
Light My Fire,The Doors,The Doors,1967-01-04,429760,71,0.369,0.413,0.725,2.16e-05,0.0905,-5.787,0.0324,124.618,4
Layla,Layla And Other Assorted Love Songs (Remastered 2010),Derek & The Dominos,1970-11-01,423840,75,0.577,0.404,0.902,0.297,0.287,-3.88,0.0665,115.669,4
I Love Rock 'N Roll,I Love Rock 'N' Roll (Expanded Edition),Joan Jett & the Blackhearts,1981-11-18,175173,77,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,94.379,4
I Want To Hold Your Hand - Remastered 2015,1 (Remastered),The Beatles,2000-11-13,145746,73,0.386,0.49,0.715,0.0,0.311,-5.549,0.0476,130.726,4
Sweet Home Alabama,Second Helping (Expanded Edition),Lynyrd Skynyrd,1974-04-15,283800,82,0.181,0.596,0.605,0.000331,0.0863,-12.145,0.0255,97.798,4
Smells Like Teen Spirit,Nevermind (Remastered),Nirvana,1991-09-26,301920,79,2.55e-05,0.502,0.912,0.000173,0.106,-4.556,0.0564,116.761,4
Go Your Own Way - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,223613,79,0.0185,0.583,0.947,0.00109,0.0679,-5.12,0.0378,135.448,4
Sunday Bloody Sunday - Remastered 2008,War (Deluxe Edition Remastered),U2,1983-02-28,279440,62,0.402,0.543,0.944,0.000564,0.0373,-7.495,0.0543,101.174,4
Don't Stop Believin',Escape (Bonus Track Version),Journey,1981,250986,84,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,118.852,4
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,1976,266720,75,0.234,0.445,0.706,0.000252,0.205,-9.803,0.0461,80.823,4
Zombie,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,1994-10-03,306440,82,0.0158,0.309,0.649,0.00591,0.367,-8.994,0.035,166.915,4
Won't Get Fooled Again - Original Album Version,Who's Next (Deluxe Edition),The Who,1971-08-14,511400,66,0.301,0.686,0.92,0.27,0.0807,-6.231,0.0566,135.027,4
Iron Man - 2012 - Remaster,Paranoid (Remaster),Black Sabbath,1970-09-18,355303,67,0.00351,0.336,0.792,0.00175,0.0437,-10.875,0.084,155.587,4
Ramble On - 1990 Remaster,Led Zeppelin II (1994 Remaster),Led Zeppelin,1969-10-22,263333,71,0.072,0.468,0.607,0.000852,0.225,-11.367,0.0336,98.429,4
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1987-07-21,356066,77,0.0901,0.446,0.952,0.0857,0.112,-5.321,0.0523,125.303,4
Smoke on the Water,Machine Head,Deep Purple,1972-03-25,342173,63,0.0983,0.632,0.586,0.581,0.0535,-11.333,0.0284,114.243,4
She Sells Sanctuary,Love,The Cult,1985-10-18,252533,71,4.76e-06,0.55,0.765,0.873,0.132,-8.684,0.0287,139.46,4
Honky Tonk Women - Mono Version,Hot Rocks (1964-1971),The Rolling Stones,1971-12-20,179386,59,0.363,0.562,0.779,0.0292,0.066,-6.705,0.0592,119.602,4
Hold the Line,Toto,TOTO,1978-10-10,235546,80,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,4
Wonderwall - Remastered,(What's The Story) Morning Glory? (Deluxe Remastered Edition),Oasis,1995,258773,78,0.000509,0.375,0.893,0.0,0.187,-4.097,0.0406,174.323,4
Interstate Love Song - 2019 Remaster,Purple (2019 Remaster),Stone Temple Pilots,1994-06-07,194853,74,0.000273,0.215,0.927,0.00661,0.126,-7.327,0.0452,170.814,4
Rock You Like A Hurricane,Love At First Sting,Scorpions,1984-03-27,252493,74,0.00543,0.482,0.617,0.000146,0.284,-12.931,0.0458,125.697,4
Dust in the Wind,Point Of Know Return (Expanded Edition),Kansas,1977,206266,78,0.367,0.475,0.322,0.00056,0.11,-10.687,0.0283,93.503,4
Long Train Runnin',The Captain and Me,The Doobie Brothers,1973,207266,73,0.0916,0.575,0.912,0.00211,0.0562,-7.275,0.0393,117.399,4
Edge of Seventeen - 2016 Remaster,Bella Donna (Deluxe Edition),Stevie Nicks,2016-11-04,329413,60,0.327,0.591,0.804,5.98e-06,0.0818,-7.299,0.0454,111.457,4
Tom Sawyer,Moving Pictures (2011 Remaster),Rush,1981-02-12,276880,72,0.00145,0.536,0.901,0.0186,0.06,-7.211,0.0374,87.559,4
Fly Away,5,Lenny Kravitz,1998-05-12,221332,74,0.018,0.587,0.872,0.0,0.622,-5.066,0.0484,159.925,4
Learn to Fly,There Is Nothing Left To Lose,Foo Fighters,1999-11-02,235293,77,1.83e-05,0.465,0.919,2.07e-05,0.262,-4.025,0.0408,135.997,4
Free Fallin',Full Moon Fever,Tom Petty,1989-01-01,256000,77,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,84.383,4
Patience,Appetite For Destruction (Super Deluxe Edition),Guns N' Roses,1987-07-21,354880,72,0.686,0.457,0.297,0.000107,0.109,-12.511,0.0306,120.021,4
November Rain,Use Your Illusion I,Guns N' Roses,1991-09-17,536066,81,0.0163,0.294,0.641,0.22,0.112,-9.316,0.0291,79.759,4
You Could Be Mine,Use Your Illusion II,Guns N' Roses,1991-09-18,343640,72,0.00876,0.35,0.985,0.551,0.36,-5.676,0.122,151.007,4
Since I Don't Have You,The Spaghetti Incident?,Guns N' Roses,1993-11-23,259906,67,0.465,0.466,0.632,0.000256,0.135,-6.94,0.0326,68.893,4
Paradise City,Appetite For Destruction,Guns N' Roses,1987-07-21,405640,79,0.0169,0.273,0.952,0.0111,0.142,-8.762,0.0843,100.271,4
Live And Let Die,Use Your Illusion I,Guns N' Roses,1991-09-17,182733,73,0.0109,0.262,0.777,0.113,0.12,-8.671,0.0632,152.5,4
Civil War,Use Your Illusion II,Guns N' Roses,1991-09-18,462093,70,0.0793,0.336,0.787,0.0648,0.32,-8.803,0.0732,140.003,4
Used To Love Her,Appetite For Destruction (Super Deluxe Edition),Guns N' Roses,1987-07-21,192666,62,0.464,0.615,0.902,2.44e-05,0.15,-7.232,0.0331,135.46,4
This I Love,Chinese Democracy,Guns N' Roses,2008-11-23,334373,68,0.603,0.263,0.442,2.99e-06,0.106,-8.279,0.0309,92.179,4
Nightrain,Appetite For Destruction,Guns N' Roses,1987-07-21,266173,64,0.107,0.4,0.992,0.0117,0.179,-6.995,0.0725,149.412,4
Estranged,Use Your Illusion II,Guns N' Roses,1991-09-18,563893,66,0.0105,0.359,0.762,0.281,0.368,-8.323,0.032,89.259,4
Hard Skool,Hard Skool,Guns N' Roses,2021-09-24,221892,58,7.11e-05,0.364,0.974,0.0899,0.176,-1.797,0.0699,166.053,4
Better,Chinese Democracy,Guns N' Roses,2008-11-23,297226,59,0.1,0.563,0.784,0.00219,0.895,-9.234,0.042,98.011,4
It's So Easy,Appetite For Destruction,Guns N' Roses,1987-07-21,201360,61,0.0134,0.374,0.973,9.84e-06,0.0947,-10.098,0.128,150.634,4
Yesterdays,Use Your Illusion II,Guns N' Roses,1991-09-18,196226,62,0.0666,0.363,0.849,0.00517,0.306,-7.744,0.0554,170.627,4
Sympathy For The Devil,Greatest Hits,Guns N' Roses,2020-08-28,455560,56,0.0173,0.31,0.945,0.0074,0.211,-6.713,0.167,108.437,4
Dust N' Bones,Use Your Illusion I,Guns N' Roses,1991-09-17,298160,55,0.0189,0.445,0.922,0.00244,0.181,-6.665,0.0443,129.502,4
Mr. Brownstone,Appetite For Destruction,Guns N' Roses,1987-07-21,225706,59,0.0255,0.496,0.94,1.76e-06,0.305,-9.284,0.038,106.102,4
14 Years,Use Your Illusion II,Guns N' Roses,1991-09-18,261373,56,0.0273,0.41,0.929,0.0013,0.12,-5.884,0.0354,138.462,4
Chinese Democracy,Chinese Democracy,Guns N' Roses,2008-11-23,283213,55,0.000769,0.474,0.8,0.0309,0.131,-10.472,0.0775,133.94,4
Double Talkin' Jive,Use Your Illusion I,Guns N' Roses,1991-09-17,202040,54,0.00146,0.35,0.974,0.446,0.0378,-9.55,0.133,98.354,4
Ain't It Fun,The Spaghetti Incident?,Guns N' Roses,1993-11-23,305800,53,0.000105,0.325,0.953,0.25,0.254,-4.116,0.0648,118.503,4
One In A Million,G N' R Lies,Guns N' Roses,1988-11-29,371133,52,0.703,0.587,0.653,1.86e-05,0.064,-9.73,0.0302,135.866,4
Shadow Of Your Love,Shadow Of Your Love,Guns N' Roses,2018-05-04,185573,51,0.000164,0.416,0.995,0.0902,0.34,-5.376,0.119,112.014,4
Coma,Use Your Illusion I,Guns N' Roses,1991-09-17,613800,54,0.0207,0.447,0.912,0.19,0.131,-8.081,0.137,126.103,4
Attitude,The Spaghetti Incident?,Guns N' Roses,1993-11-23,87000,50,0.000249,0.34,0.984,0.0,0.331,-2.533,0.0938,187.766,4
Sorry,Chinese Democracy,Guns N' Roses,2008-11-23,374186,51,0.0702,0.402,0.502,6.37e-05,0.115,-10.009,0.0315,147.519,3
It's Alright - Live In Houston / 1992,Live Era '87-'93,Guns N' Roses,1999-11-23,187333,48,0.603,0.364,0.629,0.848,0.992,-8.188,0.0325,99.566,4
Mama Kin,G N' R Lies,Guns N' Roses,1988-11-29,235173,47,0.00397,0.335,0.916,0.584,0.938,-8.521,0.0914,155.115,4
Hair Of The Dog,The Spaghetti Incident?,Guns N' Roses,1993-11-23,234906,51,0.00559,0.517,0.97,0.0343,0.0581,-2.932,0.0853,134.336,4
There Was A Time,Chinese Democracy,Guns N' Roses,2008-11-23,400693,50,0.0326,0.298,0.92,0.000547,0.0708,-7.454,0.0924,179.953,4
ABSUЯD,ABSUЯD,Guns N' Roses,2021-08-06,203138,49,3.43e-05,0.262,0.944,0.00051,0.0756,-3.412,0.0612,141.821,4
Reckless Life,G N' R Lies,Guns N' Roses,1988-11-29,202693,47,5.62e-05,0.434,0.888,0.848,0.97,-8.874,0.07,108.089,4
New Rose,The Spaghetti Incident?,Guns N' Roses,1993-11-23,158360,49,0.000112,0.331,0.965,9.85e-05,0.312,-2.918,0.143,176.988,4
Shackler's Revenge,Chinese Democracy,Guns N' Roses,2008-11-23,216600,50,0.000223,0.524,0.787,0.000141,0.277,-9.411,0.0644,132.053,4
"Wild Horses - Live In Las Vegas, Thomas & Mack Center - January 25, 1992",Use Your Illusion (Super Deluxe),Guns N' Roses,2022-11-11,202000,45,0.934,0.399,0.676,0.321,0.846,-9.285,0.0422,129.69,5
Nice Boys,G N' R Lies,Guns N' Roses,1988-11-29,182173,43,4.98e-05,0.488,0.893,0.873,0.872,-8.33,0.0803,112.661,4
Raw Power,The Spaghetti Incident?,Guns N' Roses,1993-11-23,191826,47,0.00319,0.308,0.996,0.000283,0.356,-3.356,0.0817,181.331,4
"Sail Away Sweet Sister - Live In Las Vegas, Thomas & Mack Center - January 25, 1992",Use Your Illusion (Super Deluxe),Guns N' Roses,2022-11-11,108800,44,0.734,0.183,0.866,0.00238,0.967,-11.406,0.443,79.129,4
"Voodoo Child (Slight Return) / Civil War - Live In New York, Ritz Theatre - May 16, 1991",Use Your Illusion (Super Deluxe),Guns N' Roses,2022-11-11,529506,45,0.0336,0.228,0.941,0.0031,0.854,-4.014,0.138,145.166,4
"Hotel California / Only Women Bleed / Knockin' On Heaven's Door - Live In Las Vegas, Thomas & Mack Center - January 25, 1992",Use Your Illusion (Super Deluxe),Guns N' Roses,2022-11-11,698200,47,0.0085,0.25,0.763,0.191,0.705,-6.571,0.0543,74.891,4
Jump - 2015 Remaster,1984 (Remastered),Van Halen,1984-01-04,241599,79,0.171,0.572,0.835,0.000377,0.0702,-6.219,0.0317,129.981,4
Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),Metallica,1986-03-03,515386,75,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,4
Pour Some Sugar On Me - Remastered 2017,Hysteria (Super Deluxe),Def Leppard,1987-08-03,267306,75,0.00211,0.267,0.953,0.0,0.283,-4.899,0.096,84.989,4
Dr. Feelgood,Dr. Feelgood (Deluxe Version),Mötley Crüe,1989-09-01,291306,69,0.000885,0.535,0.967,0.0181,0.233,-4.082,0.0678,110.975,4
Still of the Night - 2018 Remaster,Whitesnake (2018 Remaster),Whitesnake,1987-04-07,397768,57,0.00235,0.334,0.854,0.00114,0.158,-7.531,0.0494,100.175,4
Seventeen,Winger,Winger,1988,245266,59,0.000895,0.577,0.676,2.29e-06,0.0625,-11.931,0.0295,95.98,4
Nobody's Fool,Night Songs,Cinderella,1986,287400,62,0.0478,0.367,0.445,0.00284,0.163,-13.615,0.0286,67.197,4
Separate Ways (Worlds Apart),Frontiers,Journey,1983-02-22,323706,73,0.0188,0.451,0.962,3.17e-06,0.277,-3.947,0.0734,131.435,4
Rainbow in the Dark,Holy Diver,Dio,1983,256933,64,0.000692,0.512,0.947,0.114,0.0283,-5.659,0.0401,117.461,4
Lay It Down,Invasion of Your Privacy,Ratt,1985,205560,62,0.000402,0.442,0.759,0.0081,0.174,-13.475,0.0354,198.117,4
Bad Medicine,New Jersey (Deluxe Edition),Bon Jovi,1988-09-13,316706,69,0.048,0.555,0.973,0.0,0.0853,-3.804,0.035,118.642,4
Metal Health (Bang Your Head),Metal Health,Quiet Riot,1983,316866,63,0.0434,0.494,0.933,0.00108,0.228,-5.977,0.0808,121.201,4
The Final Countdown,The Final Countdown (Expanded Edition),Europe,1986,310333,78,0.0628,0.529,0.843,0.000827,0.0608,-6.908,0.0616,117.662,4
Home Sweet Home,Theatre of Pain (2021 - Remaster),Mötley Crüe,1985-06-21,239080,69,0.097,0.395,0.777,5.52e-06,0.197,-5.848,0.0334,75.575,4
No One Like You,Blackout,Scorpions,1982-04-10,237466,68,0.0203,0.505,0.631,2.21e-05,0.141,-10.433,0.038,118.178,4
Close My Eyes Forever,Lita,Lita Ford,1988-02-01,283133,60,0.31,0.476,0.331,2.82e-06,0.172,-14.884,0.0305,130.574,4
Mr. Crowley,Blizzard Of Ozz (40th Anniversary Expanded Edition),Ozzy Osbourne,2020-09-18,302647,66,0.212,0.307,0.748,0.000153,0.368,-6.514,0.0568,108.227,4
Every Rose Has Its Thorn - Remastered 2003,Open Up And Say...Ahh! (20th Anniversary Edition),Poison,1988-03-21,260173,71,0.16,0.533,0.637,1.12e-05,0.369,-5.571,0.0323,140.167,4
Is This Love - 2018 Remaster,Whitesnake (2018 Remaster),Whitesnake,1987-04-07,284496,58,0.0555,0.263,0.759,0.0,0.231,-7.288,0.0431,179.904,4
Lick It Up,Lick It Up,KISS,1983-09-18,236640,65,0.181,0.681,0.773,1.84e-05,0.311,-6.051,0.058,120.276,4
Once Bitten Twice Shy,Twice Shy,Great White,1989-01-01,322896,60,0.028,0.723,0.541,0.00339,0.133,-14.021,0.0303,131.675,4
Wanted Dead Or Alive,Slippery When Wet,Bon Jovi,1986-08-16,308666,75,0.13,0.252,0.802,0.0146,0.309,-3.976,0.0391,150.056,4
Don't Know What You Got (Till It's Gone),Long Cold Winter,Cinderella,1988,354640,62,0.238,0.384,0.535,0.00045,0.0533,-9.939,0.0289,132.445,4
You're in Love,Invasion of Your Privacy,Ratt,1985,194106,57,0.00384,0.567,0.867,0.088,0.112,-11.541,0.0484,146.008,4
"Girls, Girls, Girls","Girls, Girls, Girls (Deluxe Version)",Mötley Crüe,1987-05-15,270426,72,0.0302,0.599,0.931,6.69e-05,0.392,-4.653,0.0735,140.123,4
Here I Go Again - 2018 Remaster,Whitesnake (2018 Remaster),Whitesnake,1987-04-07,275395,64,0.0117,0.292,0.823,7.79e-05,0.155,-6.763,0.0407,89.939,4
Cum on Feel the Noize,Quiet Riot - Greatest Hits,Quiet Riot,1996,287400,64,0.000183,0.441,0.908,0.00328,0.0612,-4.627,0.115,145.439,4
Rock the Night,The Final Countdown (Expanded Edition),Europe,1986,247306,62,0.0429,0.57,0.931,0.0,0.375,-5.78,0.0503,105.37,4
Talk Dirty To Me,Double Dose: Ultimate Hits,Poison,2011-01-01,224960,52,0.00888,0.49,0.951,0.00126,0.376,-3.888,0.0966,158.075,4
Working for the Weekend,Get Lucky,Loverboy,1981,221000,68,0.0249,0.515,0.766,0.00103,0.455,-12.768,0.0343,146.911,4
Kickstart My Heart,Dr. Feelgood (Deluxe Version),Mötley Crüe,1989-09-01,284026,79,0.00111,0.465,0.977,0.00298,0.201,-3.839,0.175,89.535,4
Round and Round,Out of the Cellar,Ratt,1984-02-14,265893,66,0.00682,0.628,0.934,1.11e-05,0.0852,-6.026,0.0527,126.538,4
We're Not Gonna Take It,Stay Hungry,Twisted Sister,1984-05-10,219666,74,0.0127,0.502,0.924,0.0,0.162,-6.299,0.0503,149.186,4
Lay It on the Line,Greatest Hits Remixed (Deluxe Edition),Triumph,2010-05-14,246026,54,0.00672,0.228,0.872,0.0,0.242,-5.479,0.0648,91.724,4
Cherry Pie,Cherry Pie,Warrant,1990-10-14,201026,63,0.0372,0.472,0.946,0.0,0.352,-4.591,0.145,177.489,4
Summertime Girls - Studio Version,Best Of '81 To '85,Y&T,1990,209066,45,0.00185,0.431,0.698,2.64e-06,0.232,-11.626,0.0336,128.932,4
18 and Life,Best Of,Skid Row,1998,231280,58,0.000384,0.457,0.794,7.18e-05,0.131,-6.624,0.0298,90.439,4
Heaven's On Fire,Animalize,KISS,1984-09-13,201400,68,0.00376,0.679,0.866,3.1e-05,0.312,-6.053,0.0635,124.324,4
Dude (Looks Like A Lady),Permanent Vacation,Aerosmith,1987-01-01,265773,70,0.435,0.54,0.982,3.37e-05,0.0457,-2.962,0.0458,126.294,4
Gypsy Road,Long Cold Winter,Cinderella,1988,235733,62,0.00566,0.524,0.886,0.00182,0.331,-9.154,0.0385,132.446,4
Alone Again,Tooth and Nail,Dokken,1984-09-11,262200,58,0.0194,0.298,0.612,9.67e-05,0.0906,-9.002,0.0379,156.727,4
Poison,Alice Cooper Classicks,Alice Cooper,1989,269600,58,0.0515,0.3,0.894,0.000333,0.125,-7.786,0.109,118.631,4
Addicted To That Rush - Remastered Version,Mr. Big [Expanded],Mr. Big,1989-06-20,286520,48,0.0303,0.468,0.971,7.02e-05,0.265,-5.289,0.137,112.882,4
Inside Out,'80s Hard Rock,Various Artists,2011-01-01,228533,43,0.0128,0.426,0.962,0.0265,0.0621,-4.365,0.0696,171.413,4
I Wanna Be Somebody,W.A.S.P.,W.A.S.P.,1984,223533,61,0.000826,0.285,0.825,0.0,0.268,-7.049,0.0466,164.611,4
Wild Frontier - Remastered 2002,The Platinum Collection,Gary Moore,2006,255720,44,0.00434,0.479,0.822,4.76e-06,0.0843,-6.412,0.0444,130.035,4
Armed and Ready - 2000 Remaster,Michael Schenker Group,Michael Schenker Group,1980-01-01,249133,49,0.0165,0.328,0.938,0.0016,0.0835,-7.241,0.083,171.707,4
I Surrender,Difficult To Cure,Rainbow,1981-02-03,241893,59,0.132,0.49,0.86,0.0,0.215,-5.284,0.0573,132.673,4
Edge Of A Broken Heart,Vixen,Vixen,1988-01-01,265333,51,0.0113,0.619,0.751,7.87e-05,0.123,-11.568,0.0417,126.079,4
I Don't Believe In Love - Remastered 2003,Operation: Mindcrime (Deluxe Edition),Queensrÿche,1988,263560,56,0.0373,0.562,0.991,1.14e-05,0.425,-2.654,0.0745,118.004,4
I Hate Myself for Loving You,Up Your Alley,Joan Jett & the Blackhearts,1988-05-23,246800,68,0.0847,0.611,0.882,1.08e-06,0.192,-11.225,0.0538,117.932,4
Eye of the Tiger,Rocky IV,Various Artists,1985,245640,77,0.132,0.817,0.599,0.000311,0.0873,-9.249,0.0328,108.873,4
Kiss Me Deadly,Lita,Lita Ford,1988-02-01,241800,55,0.00819,0.468,0.743,8.34e-05,0.369,-10.846,0.0325,156.099,4
I Remember You,Skid Row,Skid Row,1989-01-24,313693,68,0.00642,0.345,0.531,7.28e-06,0.14,-12.708,0.0305,176.302,4
Wild Side,"Girls, Girls, Girls (Deluxe Version)",Mötley Crüe,1987-05-15,281960,68,0.00761,0.596,0.896,0.000595,0.372,-4.635,0.0383,115.093,4
Heaven,Dirty Rotten Filthy Stinking Rich,Warrant,1989,236866,60,0.115,0.461,0.488,0.0,0.128,-11.143,0.0287,145.778,4
Fallen Angel - Remastered,Open Up And Say...Ahh! (20th Anniversary Edition),Poison,1988-03-21,238200,59,0.00864,0.509,0.935,1.17e-06,0.255,-3.633,0.0493,148.062,4
Shout At The Devil,Shout At The Devil,Mötley Crüe,1983-09-26,194986,69,0.0221,0.5,0.946,4.21e-05,0.068,-5.428,0.072,94.544,4
Runaway,Bon Jovi,Bon Jovi,1984-01-01,230666,73,0.00375,0.475,0.899,1.91e-05,0.14,-4.321,0.0637,152.445,4
Shake Me,Night Songs,Cinderella,1986,222466,59,0.00575,0.537,0.9,0.000156,0.2,-11.88,0.0301,132.742,4
Modern Day Cowboy,Mechanical Resonance,Tesla,1986-01-01,318226,58,0.0127,0.445,0.768,2.58e-06,0.0925,-8.836,0.0347,112.796,4
Why Can't This Be Love,5150,Van Halen,1986-03-24,227693,66,0.0606,0.531,0.626,0.0,0.0767,-13.371,0.0452,88.236,4
Up All Night,Mass Slaughter,Slaughter,1995-01-01,226026,52,0.000373,0.516,0.733,0.00716,0.258,-11.341,0.0326,98.005,4
High Enough,Damn Yankees,Damn Yankees,1990,287320,59,0.0241,0.273,0.537,0.0,0.0922,-9.612,0.0306,81.814,4
